Parque Arqueologico,Elemento arqueológico,Nombre elemento arqueológico,Código ICANH,Descripción,Ubicación actual dentro del parque,Datos historicos,Dimensiones visibles,Técnica de elaboración,Datos bibliograficos
Alto de los Idolos,escultura,Lagarto,No.279,Escultura tridimensional naturalista de representación zoomorfa.,"Meseta B, Alto de Los Ídolos","La escultura número 279 está referenciada por Duque y Cubillos en su reconocimientos de 1970 así “ Sobre sus losas de cubierta descansa una estatua zoomorfa, con colmillos cruzados, patas con garras y cuerpo, visto desde encima, de aspecto raniforme.”.",234cm  x 92cm  x 35cm.,"Talla tridimensional con volúmenes y formas naturalistas en todas las caras. Detalles incisos bien logrados en la cara y las garras. Superficie homogénea, regular. Rastros de policromía roja, blanca y negra en el anverso de la escultura.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 279.
Reichel-Dolmatoff, 1972 Pág.140 (Lám.100)
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Ídolos. Montículos y tumbas. Pág. 203 y 205. Ed. Arco. Bogotá. 1979.
 Duque Gómez, 1983 (Plancha 132 y 134)."
San Agustín,escultura,Chamán con bolsa de coca,No.61,"Escultura tridimensional, representación humana que Preuss describe como ” ...El objeto de la mano representa probablemente una calabaza.... con hendiduras romboidales,... El cordón que lleva la calabaza y que aquí agarra con la mano izquierda, le da la vuelta al pulgar y continúa hacia arriba a lo largo del brazo. Loa ojos redondos tienen hacia abajo una prolongación en forma de espiga, que parece corresponder al conocido triángulo que limita la parte inferior de los ojos,. Las orejas con grandes orejeras redondas tienen forma de S. La boca tiene no menos de treinta y dos dientes, todos pronunciados en forma de trompa, las alas nasales aparecen muy marcadas. En lugar del lomo de la nariz hay dos protuberancias alargadas en forma de cordón que marcan un triángulo con tres contornos en la frente. El tocado de la cabeza es anguloso y parece, más bien que un gorro, el asiento de una columna...Puede observarse las piernas cortas y los pies con cinco dedos cada uno.”.",Museo arqueológico,"La escultura número 61 está referenciada por Preuss como de origen incierto y ya en 1914 se encontraba localizada en la plaza. 
Pérez de Barradas, en su reconocimiento en 1937 anota “Empotrada en el monumento a Bolívar, de la plaza de San Agustín, se encuentra una estatua de origen incierto, que el Profesor Preuss cree que puede proceder de las Mesitas o de otro lugar vecino a San Agustín. Me refiero a la figura con una calabaza, que es, por lo que se refiere a estilo, una de las estatuas más representativas. La cara es una atrevidísima combinación de líneas curvas. Las orejas son en S; la boca es prolongada en forma de hocico, con lo cual se aproxima esta pieza a la máscara de oro de Tierradentro, que estudié en 1937.”",127cm  x 70cm  x 35cm.,Talla delicada con volúmenes pronunciados en la cara. Detalles incisos realizados únicamente por la cara anterior en donde los volúmenes aparecen claramente manejados. Superficie homogénea y pareja,"Pérez de Barradas José. Arqueología agustiniana.. Excavaciones realizadas de marzo a diciembre de 1937. Imprenta nacional. Bogotá. 1943.  Pág.94 (Lám.132 a 134).                                                               
Preuss K. TH. Arte Monumental Prehistórico. Universidad Nacional de Colombia. Bogotá. 1974. Pág.89 Plancha: 43-1, 44-1.                   
Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Esc. No. 61
Duque Gómez, Luis. Exploraciones arqueológicas en San Agustín. Ministerio de Educación Nacional. Instituto Colombiano de Antropología. Revista  Colombiana de antropología. Suplemento No.1. Bogotá. 1964. Lámina XXXVII, 1963 Pág.35, 1981, lám.81.
Reichel Dolmatoff, 1972 Pag.81 (Lám.50)
Gamboa Hinestrosa, 1971 Fig.20."
San Agustín,escultura,Figura masculina con palillo y  caracol en las manos.,No.221,Representación de un hombre. Tiene un gorro escalonado que remata en la parte posterior en forma de broche. Los ojos son grandes y la comisura remata en forma de punta; la boca es ancha y lleva colmillos puntiagudos y salientes; las manos se hallan sobre el cuerpo y entre los dedos lleva un poporo en forma de caracol.  Los pies están definidos.,Museo arqueológico,"La escultura número 221precede de Uyumbe, sin embargo no se encontró mayor referencia en la bibliografía consultada.",153cm  x 56cm  x 42cm,"Talla naturalista, tridimensional, de gran detalle en el rostro,  las manos y la parte porterior de la cabeza. Formas delicadas y bien hechas.  Superficie homogénea; de apariencia pareja, volúmenes claramente manejados.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Esc No 221.
Duque Gómez, Luis. Exploraciones arqueológicas en San Agustín. Ministerio de Educación Nacional. Instituto Colombiano de Antropología. Revista  Colombiana de antropología. Suplemento No.1. Bogotá. 1964. Lám. XXX. 1983 Lám.83."
Alto de los Idolos,escultura,Estatua inclinada.,No.258,"Escultura tridimensional naturalista. Representación humana, que lleva en su cabeza una faja decorada, tiene ojos de forma semi circular, nariz y boca ancha y abierta de colmillos puntiagudos. En el cuello un collar, los brazos y manos sobre el cuerpo con brazaletes, los dedos extendidos y enfrentados. Lleva falda y los pies están claramene definidos.",Terraplén de relleno Alto de Los Ídolos,"La escultura número 258 fue referenciada inicialmente por Hernández de Alba, posteriormente por Duque y Cubillos en 1970 “Esta escultura que es seguramente la más grande que existe en toda la zona arqueológica de San Agustín, tiene posiblemente más de un tercio enterrada; está en posición inclinada, mirando hacia la profunda tumba que se abre a sus pies...la comisión tampoco exploró el extremo inferior de la escultura, debido al peligro de que ésta se derrumbara, por razón de su enorme peso y de su posición inclinada, que parece fue la que tuvo desde el principio.” La escultura se levantó en 1994 según información aportada por el administrador del parque señor Neftalí Meneses.",414cm  x 174cm  x 34cm,Talla tridimensional con volúmenes poco profundos. Formas naturalistas con detalles realizados por incisión en la cara y brazos. La talla fue únicamente realizada en la parte anterior. La totalidad de la superficie es homogénea y regular. Existen rastros de policromía roja en la falda y amarillo en el pecho.,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 258.
Hernández de Alba, 1979, Pág.58.
Reichel-Dolmatoff, 1972, Pág.102 (Lám.69).
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 204, 219. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,columna,Piedra columnar con motivo antropomorfo,No.260,Columna del corredor funerario del Montículo I. Es la segunda de adelante hacia atrás en el costado oriental. Esta piedra lleva tallada en el extremo superior una representación humana. Según Duque y Cubillos “Los ojos y la boca están figurados en bajo relieve y para la nariz se aprovechó el canto de la piedra.”,"Meseta A, Montículo I, Alto de Los Idolos","La escultura número 260 fue descubierta por Duque y Cubillos en la excavación realizada por la comisión en 1970. Esta “mira hacia el interior, hacia la estatua principal” .",99cm  x 24cm  x 21cm.  Contorno: 68cm.,"Talla poco profunda realizadas únicamente por la cara anterior. Roca dura, probablemente se trate de un basalto, de superficie homogénea","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 260. Pág.154.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 48 y 57. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,escultura,escultura con escudo y animal,No.262,"Escultura tridimensional antropo-zoomorfa, erguida, lleva sobre su cabeza un tocado con incisiones que forman pequeños cuadrados, ojos de forma circular, nariz de apariencia felina, boca ancha, abierta y con colmillos puntiagudos, tiene orejeras redondas, brazos y manos sobre el cuerpo sosteniendo un animal, aparentemente una ardilla, la cabeza entre la mano izquierda y la cola en la mano derecha. Presenta el miembro amarrado a un cordón, que a su vez, amarra la cintura. Los pies están bien definidos, se observan dedos y tobillos. En la espalda sostiene una estructura de formas semi circulares que semejan un escudo, según Duque y Cubillos “Por detrás, en un aparato cargador, lleva sobre la espalda dos peces, los cuales sobresalen de lado y lado de la figura, a la altura de los hombros, dándole la apariencia de alas... Estos peces tienen, figurados con incisiones, los ojos, redondos; la cola está enroscada hacia adentro y el cuerpo tiene dos apéndices, a manera de aletas, y está cubierto de incisiones en cuadrícula como figurando las escama”..","Meseta A Montículo I, Alto de Los Ídolos","La escultura número 262 fue hallada por la comisión que presidían Duque y Cubillos en 1970, “entre las piedras columnares del extremo norte del corredor funerario, a 50 cm. De profundidad con respecto al piso, la cual estaba inclinada hacia delante, como mirando al interior de la tumba...Quizás ésta fue su posición original...”. y refiriéndose al faltante de la parte izquierda dicen “El del lado izquierdo apareció roto en la cabeza, pero uno de sus fragmentos se encontró a pocos centímetros de distancia, en la tierra de relleno.” Con respecto a la policromía que presentaba dicen “Presenta huellas de pintura negra, amarilla y roja, en mal estado de conservación, a la altura del vientre, en contorno del cordón que le ciñe la cintura.”",92cm  x 60cm  x 35cm.,"Talla tridimensional con volúmenes salientes y formas naturalistas pronunciadas muy bien logradas particularmente en la parte anterior, en la parte posterior el elemento decorativo tiene detalles incisos. Este elemento presenta una talla muy interesante pues hay un juego de volúmenes sueltos. La superficie es relativamente homogénea y regular. Presenta rastros de policromía amarilla en las piernas.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 262. Pág.155.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 47, 48, 49, 51 y 53. Ed. Arco. Bogotá. 1979.                                                                                  Duque Gómez, 1983 Pág.116."
Alto de los Idolos,escultura,Hombre sentado con flecha,No.263,"Escultura tridimensional, humana, naturalista. Se trata de un hombre en posición sedente, sobre un banco de cuatro patas, las rodillas plegadas sobre el vientre, la mano derecha descansa sobre la rodilla y en la mano izquierda una punta de lanza. Sobre la cabeza una banda trenzada sobre un tocado escalonado en los extremos. Los ojos están cerrados y un par de abultamientos en las mejillas “puede tratarse de representación de la masticación de la coca”. A cada lado de la boca aparecen dos pliegues pronunciados. Las orejeras son de formas redondas. La parte posterior de la escultura es lisa y sobresale el borde del banco sobre el cual está sentada la figura.","Meseta A, Montículo I, Alto de Los Ídolos.","La escultura número 263 fue encontrada en la excavación que realizó la comisión de 1970 presidida por Duque y Cubillos, a tres metros de profundidad por debajo del piso del corredor funerario del Montículo No.1, ésta guardaba la entrada al sepulcro.",75cm  x 41cm  x 35cm.,"Talla sobre roca homogénea de superficie pareja con formas donde se observa el trabajo escultórico tallada con formas bien definidas. “La piedra en que está tallada es dura, de naturaleza andesítica y de color verdeazulado”. Rastros de policromía amarilla y roja en la flecha y el tocado.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 263 Pág.156.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 33, 34, 39, 49 y 59. Ed. Arco. Bogotá. 1979.                                                        Duque Gómez, 1983  Pág. 118."
Alto de los Idolos,escultura,Roedor,No.265,"Escultura tridimensional zoomorfa, equivalente a un roedor de ojos circulares, nariz puntiaguda, orejas redondeadas, y extremidades definidas, con patas de dedos extendidos.","Meseta A Montículo II, Alto de Los Ídolos","La escultura número 265 fue reconocida por Preuss, en 1914, “ ...se halló una columna de piedra, cuadrangular y parada, que ostentaba a primera vista formas de un roedor con la cabeza hacia arriba. El lado de frente, algo más ancho que el lado posterior de la figura, estaba orientado casi exactamente hacia el oeste.”
Posteriormente es referenciada por Duque y Cubillos “Removida la estatua que se halla en este montículo y que representa un roedor, con el objeto de reconocerla plenamente en todos sus contornos, se observó que en el extremo inferior remata en una punta, sin talla, de 60 cm. De largo. Esta circunstancia indica que su posición original debió ser erecta, pues de otra manera no se explicaría que el artífice –que fue tan cuidadoso en su talla- le hubiese dejado tal apéndice si éste no hubiera tenido por finalidad servirle de soporte.”",165cm  x 29cm  x 29cm.,"Talla tridimensional poco profunda. Superficie homogénea, que corresponde a una roca dura en algunas zonas muy pulida","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 265, Pág.157.
Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974 Pág.115 (plancha 69, 3 Dib.35).
Reichel-Dolmatoff, 1972 Pág.77 (Lám.44).                                         Duque Gómez, 1964 Lám.XLIII.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 69, 77, 83, 85 y 87. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,fragmento de pies de escultura,Pies de figura antroponorfa,No.268,Fragmento de escultura tridimensional tallada de formas pronunciadas y naturalistas. Representación de pies con base cilíndrica,"Meseta A, Montículo III, Alto de Los Ídolos.","El fragmento de la escultura número 268 fue encontrado en las excavaciones de Duque y Cubillos en 1970. Este fragmento de estatua “se descubrió, hincada en la tierra de relleno, a manera de centinela, otra litoescultura, humana, de la cual faltan el torso y la cabeza, es decir, que sólo tiene las piernas apoyadas en un zócalo, y parte del vientre.”..",40cm  x 30cm  x 28cm.,Fragmento de talla tridimensional con volúmenes pronunciados,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 268. Pág. 158.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Ídolos. Montículos y tumbas. Pág. 101,103. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,Tapa de sarcófago,Tapa de sarcófago con representación humana.,No.269,"Tapa de sarcófago esculpida con representación humana, Duque y Cubillos la describen así “Se trata de una representación humana, de sexo masculina, arrodillada, pues sólo está esculpida hasta las rodillas. Tiene las manos sobre el pecho, dirigidas hacia arriba, con las palmas extendidas, y los ojos cerrados. El miembro está bien delineado, orientado hacia arriba, como ocurre con otras representaciones masculinas de la escultura agustiniana. También aparecen figurados el vientre y el contorno de las piernas, hasta las rodillas, como dejamos anotado, las que terminan en dos acanaladuras, que debieron hacerse para que escurrieran por ahí las aguas lluvias o infiltradas recogidas por la tapa. En el curso de la excavación se encontraron algunos fragmentos de las partes destrozadas de la losa, los cuales fueron guardados detrás de la cabecera del sarcófago. “.",Meseta A Montículo III Alto de Los Ídolos,"La tapa de sarcófago número 269 fue hallada en las excavaciones hechas por la comisión de Duque y Cubillos en 1970, en la cual refieren ”Este Montículo, no obstante su proximidad al anterior, no fue reconocido por Preuss, lo que nos permite pensar que la cámara funeraria, que contiene un sarcófago de piedra con una hermosa tapa esculpida en bajo relieve, fue violada en época posterior a la visita del referido investigador alemán, pues si éste hubiese tenido alguna noticia de la existencia del importante monumento, no hay duda de que lo hubiera descrito con todos los detalles del caso.”...",224cm  x 82cm  x 32cm.,Talla con volúmenes naturalistas con formas claramente definidas. Roca dura con acabado de superficie parejo.,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 269, Pág.150.
Duque Gómez, 1964 Lám.XXXVIII, 1983, Plancha 130.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág.92 y 97. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,escultura,Deidad femenina.,No.270,"Escultura tridimensional. Representación humana de sexo femenino la cual describen Duque y Cubillos “ Se trata de una deidad femenina, de pies, cuyos brazos están plegados sobre el pecho. Con las manos se constriñe los senos, los cuales aparecen claramente representados. En la cara lleva una máscara serpentiforme, que ostenta una boca sin incisivos y con los colmillos cruzados y un complicado tocado a la altura de las orejas, de acusado aspecto mesoamericano, como toda la máscara en sí. Este tocado remata en apéndices también serpentiformes, los cuales caen sobre los hombros.” Tumba, templete con cobertizo, base de cemento y tierra.","Meseta A Montículo III, Alto de Los Ídolos","La escultura número 270 fue hallada en la excavación realizada por la comisión de Duque y Cubillos en 1970. “Con el derrumbamiento antiguo de la estructura estas lajas se desplazaron al interior del corredor... Las dos primeras, correspondientes a la entrada del corredor, se cruzaron en la caída y se llevaron por delante la estatua allí colocada, la cual fue localizada boca abajo... Levantadas las referidas piedras columnares y restituidas a su posición original, fue posible enderezar la estatua antes mencionada, que resultó ser una interesante escultura, en admirable estado de conservación.”",88cm  x 44cm  x 30cm.,"Talla tridimensional, con trabajo de volúmenes en los costados y el frente. Formas naturalistas bien logradas particularmente en la boca y el cuerpo, donde los volúmenes son poco pronunciados. Superficie bastante regular. Duque y Cubillos refieren sobre su técnica “..tallada en bajo relieves poco profundos casi incisos, sobre una piedra volcánica de color blanco amarillento.”","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 270. Pág.160.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág..101, 103, 105 y 107. Ed. Arco. Bogotá. 1979.
Duque Gómez, 1983 (Plancha 117)."
Alto de los Idolos,escultura,hombre con taparrabos,No.271,"Escultura tridimensional de formas proporcionadas. Representación humana de un hombre que lleva sobre la cabeza un gorro o tocado, ojos semicirculares, orejeras cilíndricas, las manos sobre el cuerpo, la derecha con los dedos extendidos y la izquierda recogidos. Lleva taparrabos y los pies y las piernas aparecen claramente definidos.","Meseta A Montículo IV, Alto de Los Ídolos","Según Duque y Cubillos “A este Montículo tampoco hace referencia Preuss, lo que indica que su descubrimiento debió efectuarse también con posterioridad al año 1914”. La escultura número 271 no aparece referenciada por éstos. Sin embargo según información registrada por Sotomayor y Uribe, en 1987 “Según los trabajadores del Parque, la estatua No.271 fue encontrada en este Montículo”.",90cm  x 42cm  x 30cm.,"Talla en los costados y el frente con volúmenes salientes particularmente en las manos, orejeras y cara. Formas naturalistas muy bien logradas. Superficie homogénea","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 271 Pág.161.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 102. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,escultura,Sacerdote con poporo de caracol.,No.272,"Escultura tridimensional humana que representa una figura masculina. Sobre su cabeza lleva un gorro o tocado, los ojos tienen forma semi circular, la boca es ancha y lleva colmillos puntiagudos y las orejas corresponden a volúmenes salientes. Sobre el pecho lleva un collar, los brazos y manos sobre el cuerpo con brazaletes. En la mano izquierda una concha o poporo y en la derecha un macerador entre los dedos Lleva taparrabos decorado y un tocado de galones en la parte posterior. Los pies están bien definidos","Meseta A Montículo V, Alto de Los Dolos","La escultura número 272 fue encontrada aparentemente por la comisión que presidió Duque y Cubillos. “ Se encuentra una estatua, de grandes proporciones. Se trata de una de las mejores esculturas de toda la zona arqueológica, por la calidad del trabajo artístico, el simbolismo de su representación y sus proporciones monumentales. En este monolito, no obstante estar a la intemperie desde hace varía décadas, se puede apreciar todavía huellas de la pintura que lo cubría originalmente, una práctica muy extendida en el arte escultórico de San Agustín, a juzgar por las huellas similares que se aprecian en estatuas de diferentes lugares de la zona y a las cuales se refieren varios de los viajeros que visitaron la región en años anteriores, especialmente Federico Lunardi... “Deidad con máscara felina. Lleva en las manos un caracol y un palillo, para la masticación de la coca.”",166cm  x 104cm  x 65cm.,"Talla tridimensional con volúmenes salientes y formas naturalistas muy bien logradas particularmente en la parte anterior. Superficie homogénea; regular. Rastros de policromía roja, blanca y negra en el anverso de la escultura.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 272.
Hernández de Alba, 1979, Pág.59.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 119. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,escultura,Figura con pescado en las manos,No.274,"Escultura tridimensional, tallada con cuerpo antropomorfo y cabeza zoomorfa . Duque y Cubillos la describen “La cabeza en cuadrada; los ojos, redondos, con representación de las pupilas, y saltones, como de pescado; la boca felina, como la de la estatua del Montículo No.1 de la misma Meseta. Las manos, plegadas contra el pecho, sostienen cada una un pescado. No tiene representados los pies y sólo los muslos están ligeramente insinuados por una hendidura vertical, la cual termina en una especie de zócalo, de 20 cm. De altura. Las orejas son también atípicas, pues parecen aletas de peces. Los pescados que lleva en las manos tienen figurados, en forma muy naturalista, la cola, la boca y los ojos.”","Meseta A, Montículo VIII, Alto de los Idolos","La escultura número 274, fue hallada en excavaciones realizadas por la comisión de Duque y Cubillos en 1970 “A 3 metros de distancia del extremo oriental del sarcófago, apareció una piedra columnar.. sobre ésta una laja que removida, puso al descubierto una interesante escultura... estaba parada... El hallazgo de la escultura y de las demás encontradas por la comisión en el Alto de los Ídolos, confirma una vez más el carácter eminentemente funerario de la estatuaria agustiniana y el papel que cumplieron, por lo tanto, varias esculturas, en especial las pequeñas, como ofrendas colocadas en las tumbas, al lado de los cadáveres y del resto del ajuar funerario, en tanto que las más grandes presidían los templetes o guardaban la entrada a los corredores o pasadizos funerarios.”",70cm  x 31cm  x 23cm.,"Talla delicada con formas bien definidas, talla en todos los costados con volúmenes sobresalientes especialmente en la parte anterior. Rastros de policromía roja en el cuello, amarilla en los brazos y piernas.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 274. Pág.274.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 170, 177 y 179. Ed. Arco. Bogotá. 1979.
Duque Gómez, 1983 (Plancha 128)."
Alto de los Idolos,escultura,Estatua de la copa,No.276,"Escultura tridimensional naturalista. Representación humana femenina, sobre su cabeza un gorro o tocado, ojos de forma semi circular, bajo el rostro un collar, los brazos y manos sobre el cuerpo con brazaletes y entre la mano derecha un cuenco pequeño. Los pies están esbozados.","Meseta A Montículo X, Alto de Los Ídolos","Este Montículo fue reconocido por Preuss en 1914, lo nombra él mismo como Adoratorio A con una figura femenina. “Este adoratorio ocultaba una figura femenina, caída hacia delante y echada de cara...Por la falda corta y por la cinta entrelazada que circunda la cabeza y que por atrás, en la nuca, forma un anillo, se comprende que la estatua es femenina. También las cintas debajo de las rodillas son signo de representación femenina. El adorno del pecho, sostenido por cintas que rodean el cuello, consiste en un decorado de oro con varias divisiones. Gruesas pulseras adornan las muñecas. Una protuberancia en el pecho, encima de las muñecas, indica probablemente obesidad, lo mismo que el abdomen grueso. En la frente, en los ojos y debajo de ellos, lo mismo que en la nariz, se ven manchas de color carmelita. En el lado derecho del collar, en el brazo derecho y en el lado derecho de la falda, se encuentra el mismo color. La cinta frontal muestra a trechos un color negro. La oreja derecha está mutilada. La figura lleva en la mano una taza, en forma de media esfera. La escultura número 276 preside el templete funerario y es referenciada por Duque y Cubillos en exploraciones de la comisión en 1970 “La “Estatua de la Copa”, que había sido desplazada de su sitio original y rodada por la pendiente, a una distancia de más de 100metros. La Comisión la restableció a su lugar primitivo, para colocarla en la posición que debió tener dentro del templete cuando ésta y el montículo fueron construidos por los antiguos agustinianos.",150cm  x 70cm  x 40cm,"Talla tridimensional con volúmenes, formas naturalistas y detalles incisos particularmente en la parte anterior. La superficie es homogénea y regular. Presenta rastros de policromía amarilla en el reverso del tocado.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá, 1987. Esc No 276.
 Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974 Pág.114 (plancha 69, 1-2; 70, Dib.166).
Gamboa Hinestrosa, 1971 (Fig.32)
Reichel-Dolmatoff 1972 Pág.76 (foto 43)
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 185, 195. Ed. Arco. Bogotá. 1979..
Duque Gómez,1983. (PL.77)"
Alto de los Idolos,laja,Laja con inscripción,No.277,Laja de pared con motivos geométricos incisos con representación lineal,Montículo X. Meseta A. Alto de los Ídolos,"La laja con inscripción No.277 está referenciada por Duque y Cubillos en su reconocimiento del lugar en 1970 así “ Se trata de una cámara revestida con grandes lajas, cuatro de lado y lado, dos en la cabecera y una grande en el extremo N.., la cual alcanza a sobresalir 40 cm. Por encima de las losas de cubierta y presenta en este remate un signo cruciforme grabado.”.",106 cm  x 70cm  x 8cm.,"Líneas delgadas incisas, leves en la superficie de la roca.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Laja con inscripción No.277.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Ídolos. Montículos y tumbas. Pág. 201. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,laja,Laja con inscripción,No.278,Laja de pared con motivos geométricos punteados y policromados,Montículo X. Meseta A. Alto de los Ídolos,La laja con inscripción No.278 está referenciada por Duque y Cubillos en su reconocimiento de 1970 así “...uno cruciforme y otro achurado en la piedra del extremo NE.”.,100cm  x 108cm  x 14cm.,Líneas trabajadas probablemente por punteado sobre la superficie con policromía roja y negro.,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Laja con inscripción No. 278.
 Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 201. Ed. Arco. Bogotá. 1979."
Tierradentro,Escultura,Escultura,No. 479,"Busto tallado por anverso y reverso; ojos, nariz y boca definidos. Collar en el pecho. Presenta tocado con diseños geométricos anudado en la zona posterior. Restos de pintura roja.",El Tablón,Siglo VII-XIV (Nachigall),Alto:108                          Ancho: 80               Profundo : 36,Escultura  con trabajo de talla en la parte anterior y posterior.,"Pérez de  Barradas, José . Arqueología y Antropología Precolombinas de Tierradentro.Instituto Etnológico Nacional. No.1. Bogotá.1937 .                                               Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escult. No.479"
Alto de los Idolos,escultura,Ave,No.280,"Escultura tridimensional zoomorfa. Ave que se encuentra erguida con las alas recogidas a los lados. Tiene los ojos de forma redonda, el pico apenas esbozado y las patas claramente definidas.","Meseta B, Alto de Los Idolos","La escultura número 280 se encuentra referenciada por Duque y Cubillos en su reconocimiento del lugar en 1970  “Hacia los extremos del sepulcro, que está orientado de norte a sur, hay otras dos figuras de piedra, la primera en forma de aguilucho....Según las noticias recogidas por nosotros, estas últimas proceden de una tumba cercana, situada a poco más de cien metros",74cm  x 42cm  x 45cm.,"Talla tridimensional con volúmenes y formas naturalistas en todas las caras. Superficie relativamente homogénea, regular","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 280.
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 203 Ed. Arco. Bogotá. 1979.
Duque Gómez, 1983 (Plancha 132)."
